Filename,Frame,Time (mins),Type,Period,Period time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),Image row,Image col,OpCode,TapeReader,Depth,Comment,Full Species Name,Family,Genus,Species,Code,Number,Stage,Activity,Comment,Location,Site,Year
MAH00175_R.MP4,9148,5.0873,Point,T2,0.396,,,,,,,,,,,880,31,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,9217,5.1257,Point,T2,0.4343,,,,,,,,,,,807,98,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,9339,5.1935,Point,T2,0.5022,,,,,,,,,,,659,1071,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,9561,5.317,Point,T2,0.6256,,,,,,,,,,,871,450,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,9629,5.3548,Point,T2,0.6634,,,,,,,,,,,895,838,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,9770,5.4332,Point,T2,0.7419,,,,,,,,,,,664,1502,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,9770,5.4332,Point,T2,0.7419,,,,,,,,,,,674,1536,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,9856,5.481,Point,T2,0.7897,,,,,,,,,,,631,1411,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,10209,5.6773,Point,T2,0.986,,,,,,,,,,,654,918,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,10313,5.7352,Point,T2,1.0438,,,,,,,,,,,649,1709,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,10469,5.8219,Point,T2,1.1306,,,,,,,,,,,572,1346,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,10469,5.8219,Point,T2,1.1306,,,,,,,,,,,563,1461,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,10709,5.9554,Point,T2,1.264,,,,,,,,,,,497,1110,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,11040,6.1395,Point,T2,1.4481,,,,,,,,,,,717,1808,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,11192,6.224,Point,T2,1.5326,,,,,,,,,,,633,1893,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,11192,6.224,Point,T2,1.5326,,,,,,,,,,,599,1763,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,12156,6.7601,Point,T2,2.0687,,,,,,,,,,,669,1313,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,12326,6.8546,Point,T2,2.1633,,,,,,,,,,,623,1701,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,14907,8.2899,Point,T3,0.0222,,,,,,,,,,,679,35,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,14907,8.2899,Point,T3,0.0222,,,,,,,,,,,641,13,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15075,8.3834,Point,T3,0.1157,,,,,,,,,,,551,1029,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15075,8.3834,Point,T3,0.1157,,,,,,,,,,,574,1263,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15199,8.4523,Point,T3,0.1846,,,,,,,,,,,731,150,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15364,8.5441,Point,T3,0.2764,,,,,,,,,,,714,1520,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15482,8.6097,Point,T3,0.342,,,,,,,,,,,573,532,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15557,8.6514,Point,T3,0.3837,,,,,,,,,,,849,101,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15557,8.6514,Point,T3,0.3837,,,,,,,,,,,689,67,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15557,8.6514,Point,T3,0.3837,,,,,,,,,,,573,583,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15845,8.8116,Point,T3,0.5439,,,,,,,,,,,635,1428,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15902,8.8433,Point,T3,0.5756,,,,,,,,,,,662,1117,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,15941,8.865,Point,T3,0.5973,,,,,,,,,,,584,1277,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,16076,8.94,Point,T3,0.6723,,,,,,,,,,,697,1386,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,16383,9.1108,Point,T3,0.8431,,,,,,,,,,,621,1593,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,16697,9.2854,Point,T3,1.0177,,,,,,,,,,,677,1500,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,17208,9.5696,Point,T3,1.3019,,,,,,,,,,,529,1450,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,17386,9.6685,Point,T3,1.4008,,,,,,,,,,,600,177,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,18011,10.0161,Point,T3,1.7484,,,,,,,,,,,475,1596,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,18170,10.1045,Point,T3,1.8368,,,,,,,,,,,513,408,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,18709,10.4043,Point,T3,2.1366,,,,,,,,,,,632,1209,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,19234,10.6962,Point,T3,2.4285,,,,,,,,,,,750,587,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,19368,10.7708,Point,T3,2.5031,,,,,,,,,,,567,1198,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,23099,12.8456,Point,T4,0.0172,,,,,,,,,,,734,144,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,23099,12.8456,Point,T4,0.0172,,,,,,,,,,,721,1826,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,23707,13.1837,Point,T4,0.3554,,,,,,,,,,,631,449,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,24268,13.4957,Point,T4,0.6673,,,,,,,,,,,600,1673,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,24592,13.6759,Point,T4,0.8475,,,,,,,,,,,649,1109,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,25299,14.0691,Point,T4,1.2407,,,,,,,,,,,784,142,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,26009,14.4639,Point,T4,1.6355,,,,,,,,,,,605,596,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,26589,14.7864,Point,T4,1.9581,,,,,,,,,,,1067,648,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,26874,14.9449,Point,T4,2.1166,,,,,,,,,,,694,1765,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,27042,15.0384,Point,T4,2.21,,,,,,,,,,,869,1585,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,27390,15.2319,Point,T4,2.4035,,,,,,,,,,,775,907,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,27390,15.2319,Point,T4,2.4035,,,,,,,,,,,769,891,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,27547,15.3192,Point,T4,2.4908,,,,,,,,,,,724,65,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,27624,15.362,Point,T4,2.5336,,,,,,,,,,,828,1083,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,27698,15.4032,Point,T4,2.5748,,,,,,,,,,,484,563,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,27698,15.4032,Point,T4,2.5748,,,,,,,,,,,592,491,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,27746,15.4299,Point,T4,2.6015,,,,,,,,,,,594,1537,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus leucosternon,Acanthuridae,Acanthurus,leucosternon,37437054,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,10005,5.5639,Point,T2,0.8725,,,,,,,,,,,611,401,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus nigricauda,Acanthuridae,Acanthurus,nigricauda,37437013,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3360,1.8685,Point,T1,0.3693,,,,,,,,,,,797,753,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus olivaceus,Acanthuridae,Acanthurus,olivaceus,37437016,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,11956,6.6489,Point,T2,1.9575,,,,,,,,,,,757,487,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus olivaceus,Acanthuridae,Acanthurus,olivaceus,37437016,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,23287,12.9502,Point,T4,0.1218,,,,,,,,,,,646,73,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus olivaceus,Acanthuridae,Acanthurus,olivaceus,37437016,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3178,1.7673,Point,T1,0.268,,,,,,,,,,,874,1101,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus tristis,Acanthuridae,Acanthurus,tristis,37437051,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,5181,2.8812,Point,T1,1.3819,,,,,,,,,,,968,1497,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Acanthurus tristis,Acanthuridae,Acanthurus,tristis,37437051,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,2708,1.5059,Point,T1,0.0067,,,,,,,,,,,1056,108,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,2708,1.5059,Point,T1,0.0067,,,,,,,,,,,1052,282,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,2718,1.5115,Point,T1,0.0122,,,,,,,,,,,743,389,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,2769,1.5399,Point,T1,0.0406,,,,,,,,,,,950,1421,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,2769,1.5399,Point,T1,0.0406,,,,,,,,,,,961,1683,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3077,1.7112,Point,T1,0.2119,,,,,,,,,,,741,159,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3077,1.7112,Point,T1,0.2119,,,,,,,,,,,668,295,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3141,1.7467,Point,T1,0.2475,,,,,,,,,,,909,1547,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3217,1.789,Point,T1,0.2897,,,,,,,,,,,687,553,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3217,1.789,Point,T1,0.2897,,,,,,,,,,,686,571,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3217,1.789,Point,T1,0.2897,,,,,,,,,,,722,714,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3217,1.789,Point,T1,0.2897,,,,,,,,,,,874,916,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
MAH00175_R.MP4,3262,1.814,Point,T1,0.3148,,,,,,,,,,,670,831,BIOT_7097_DOV_1_Egmont_20190317,Lauren Peel,10 m,No LHS footage,Acanthuridae Ctenochaetus striatus,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,Egmont,N Side,2019
